ID,SPNAME,COLLID,ELAPS_TIME,CPU_TIME,SUSPEND,LOCK_LATCH,SYNCIO,SQL_STMT_AVG,CP_CPU_SU,SQL_STMT_TOTAL,OCCUR,DATE,VER,SP_OK
SP316,EGIKRVS2,CORPK008,0.013354,0.000614,0.012783,0.000059,0.012655,3,16.26,102,34,20200905,221320,1
SP317,EGSMAWP2,CORPK005,0.00511,0.00061,0.004511,0.000075,0.004431,3,16.14,54915,18305,20200905,221320,1
SP318,EGEDTCH1,CORPK005,0.011123,0.00059,0.010565,0,0.004543,2,16,2,1,20200905,221320,1
SP319,EGIREGZ1,CORPK008,0.01708,0.00061,0.005372,0.000001,0.005371,4,16,4,1,20200905,221320,1
SP320,EGMBSHR1,CORPK007,0.000864,0.000601,0.000265,0.000097,0.000001,6.37,15.9,283501,44520,20200905,221320,1
SP321,EGSGPBR1,CORPK005,0.003447,0.000588,0.002885,0.000019,0.002761,4,15.57,28,7,20200905,221320,1
SP322,EGCHQHY1,CORPK045,0.001716,0.000585,0.00112,0,0.0011,5.17,15.5,31,6,20200905,221320,1
SP323,EGICANO1,CORPK008,0.004236,0.000586,0.003672,0.000063,0.003608,7.94,15.49,230200,28976,20200905,221320,1
SP324,EGSCCTD1,CORPK005,0.01004,0.000582,0.009513,0.000065,0.002953,4,15.43,28,7,20200905,221320,1
SP325,EGRINFE1,CORPK041,0.00509,0.000581,0.004531,0.000084,0.004329,4,15.43,232,58,20200905,221320,1
SP326,EGKTORG1,CORPK002,0.005171,0.000583,0.004593,0.000023,0.003144,4,15.29,56,14,20200905,221320,1
SP327,EGREMIN1,CORPK008,0.001205,0.000576,0.000629,0.000104,0.000457,5.29,15.23,4527,855,20200905,221320,1
SP328,EGAIFOI1,CORPK008,0.000647,0.000582,0.000064,0,0,8,15,8,1,20200905,221320,1
SP329,EGHCSTA1,CORPK003,0.003108,0.000563,0.00255,0.000007,0.002518,7.75,14.88,62,8,20200905,221320,1
SP330,EGACCNT3,CORPK006,0.01062,0.000561,0.010082,0.000045,0.009869,4.08,14.85,106,26,20200905,221320,1
SP331,EGKPECR1,CORPK002,0.002028,0.000561,0.001476,0.000038,0.001373,6,14.81,4236,706,20200905,221320,1
SP332,EGANOPA1,CORPK001,0.000671,0.000557,0.000115,0,0.000115,3,14.5,6,2,20200905,221320,1
SP333,EGSGMFC1,CORPK005,0.004796,0.000548,0.004282,0.000026,0.004256,1,14.46,5589,5589,20200905,221320,1
SP334,EGBDEBR1,CORPK009,0.006541,0.000543,0.00603,0.000115,0.005842,3.82,14.41,65,17,20200905,221320,1
SP335,EGFPDET1,CORPK009,0.000626,0.000543,0.000086,0.000024,0,5,14.3,50,10,20200905,221320,1
SP336,EGDCHQS2,CORPK009,0.0024,0.000542,0.001872,0.000048,0.001577,4,14.29,184681,46132,20200905,221320,1
SP337,EGLFUEL1,CORPK003,0.006255,0.000539,0.005738,0.000258,0.005401,3,14.24,51,17,20200905,221320,1
SP338,EGCHMOB1,CORPK008,0.009936,0.00054,0.009421,0.000111,0.009255,5.12,14.21,625,122,20200905,221320,1
SP339,EGARCNF1,CORPK002,0.000999,0.000541,0.000463,0.000145,0.000319,25,14.18,275,11,20200905,221320,1
SP340,EGCCHMO4,CORPK006,0.002422,0.000535,0.001893,0.000073,0.001738,5.07,14.12,1973,389,20200905,221320,1
SP341,EGAGEPA1,CORPK008,0.004235,0.000531,0.003748,0,0.002283,3,14,6,2,20200905,221320,1
SP342,EGSHPTI1,CORPK004,0.036499,0.000531,0.036057,0,0.036008,1,14,1,1,20200905,221320,1
SP343,EGSRWOD1,CORPK005,0.002918,0.000533,0.002405,0.000064,0.001944,2,14,14,7,20200905,221320,1
SP344,EGDRPTB2,CORPK003,0.000766,0.000527,0.000242,0.000029,0.000047,5,14,25,5,20200905,221320,1
SP345,EGAPOST2,CORPK014,0.000719,0.00053,0.000189,0.00012,0,7.07,13.97,153089,21651,20200905,221320,1
SP346,EGDPANL1,CORPK003,0.000694,0.000529,0.000163,0.000092,0,3,13.92,11784,3928,20200905,221320,1
SP347,EGDBMLK2,CORPK003,0.004731,0.000528,0.004221,0.000001,0.004162,3,13.84,57,19,20200905,221320,1
SP348,EGBCHRG1,CORPK008,0.001068,0.000526,0.00054,0.000462,0,6,13.83,36,6,20200905,221320,1
SP349,EGICLCN2,CORPK008,0.000627,0.00051,0.000114,0.000064,0.000013,1.14,13.39,91,80,20200905,221320,1
SP350,EGITOKN3,CORPK008,0.000597,0.000512,0.000082,0.000018,0.000064,4,13.38,32,8,20200905,221320,1
SP351,EGSMSAU4,CORPK005,0.000745,0.000508,0.000234,0.000056,0.00001,5,13.36,13970,2794,20200905,221320,1
SP352,EGAPANP1,CORPK002,0.003838,0.000508,0.003342,0.000091,0.003251,4,13.36,32540,8134,20200905,221320,1
SP353,EGSIDIM1,CORPK005,0.000539,0.000497,0.000034,0.000034,0,3,13.07,61308,20436,20200905,221320,1
SP354,EGKPTRN3,CORPK002,0.000667,0.000495,0.000166,0.000012,0,3,13.03,3723,1241,20200905,221320,1
SP355,EGKCRIN2,CORPK002,0.000622,0.000503,0.000119,0,0,7,13,21,3,20200905,221320,1
SP356,EGDCUST1,CORPK009,0.015727,0.000503,0.01525,0,0.01525,4,13,4,1,20200905,221320,1
SP357,EGHCAIM1,CORPK003,0.001142,0.000492,0.000654,0.000034,0.000173,4,12.94,1916,479,20200905,221320,1
SP358,EGFTCOM1,CORPK009,0.000581,0.000487,0.000083,0.000079,0,5.06,12.8,64629,12771,20200905,221320,1
SP359,EGDEXTC1,CORPK001,0.006688,0.000487,0.006224,0,0.006065,7,12.75,28,4,20200905,221320,1
SP360,EGFSCHI4,CORPK009,0.003674,0.000485,0.003196,0.000097,0.003051,4.84,12.74,295,61,20200905,221320,1
SP361,EGSECCO1,CORPK006,0.000701,0.000481,0.00008,0.000019,0.000048,3,12.62,7863,2621,20200905,221320,1
SP362,EGMCNCM1,CORPK007,0.00347,0.000479,0.003023,0.000148,0.002766,10.76,12.57,144659,13441,20200905,221320,1
SP363,EGIACIF1,CORPK011,0.000921,0.000478,0.000443,0.000106,0.000337,10.9,12.55,19888,1824,20200905,221320,1
SP364,EGACHSR1,CORPK002,0.002379,0.000478,0.00191,0.000054,0.001856,4.76,12.54,176,37,20200905,221320,1
SP365,EGIACBL1,CORPK011,0.000629,0.000476,0.000151,0.000064,0.000021,5,12.49,15125,3027,20200905,221320,1
SP366,EGACARI4,CORPK002,0.000587,0.000474,0.000106,0.000029,0,2.96,12.46,237,80,20200905,221320,1
SP367,EGFCNAD1,CORPK008,0.001845,0.000462,0.001388,0.000052,0.001224,3.91,12.27,43,11,20200905,221320,1
SP368,EGBGACC1,CORPK009,0.00186,0.000462,0.001404,0.000237,0.001079,2.9,12.19,61,21,20200905,221320,1
SP369,EGCTRNS2,CORPK007,0.00153,0.000444,0,0,0,2,12,2,1,20200905,221320,1
SP370,EGCTESG1,CORPK062,0.001399,0.000457,0.000944,0.000055,0.000097,4,12,200,50,20200905,221320,1
SP371,EGBBGBS1,CORPK006,0.000686,0.000476,0.000201,0.000001,0,3,12,3,1,20200905,221320,1
SP372,EGALIMT1,CORPK001,0.004616,0.000446,0.004186,0.000067,0.004118,4,11.7,40,10,20200905,221320,1
SP373,EGOMTHD1,CORPK009,0.000846,0.000446,0.000408,0.000035,0.000373,5,11.69,815,163,20200905,221320,1
SP374,EGBBURS1,CORPK009,0.001235,0.00044,0.000801,0.000074,0.000617,5.12,11.52,26075,5092,20200905,221320,1
SP375,EGSRDRC1,CORPK005,0.014566,0.00044,0.014173,0.000609,0.013439,2,11.5,4,2,20200905,221320,1
SP376,EGINTCI1,CORPK008,0.003908,0.000438,0.003491,0.000078,0.003411,4.96,11.46,100381,20250,20200905,221320,1
SP377,EGINTNM1,CORPK008,0.001967,0.000436,0.001537,0.000067,0.001404,3.98,11.41,398613,100045,20200905,221320,1
SP378,EGPARZI1,CORPK007,0.000814,0.000437,0.000395,0.000007,0.000326,3,11.4,30,10,20200905,221320,1
SP379,EGAFDEL1,CORPK002,0.000841,0.000431,0.000412,0.00001,0.000395,8.77,11.27,351,40,20200905,221320,1
SP380,EGDCSRV1,CORPK003,0.003463,0.00043,0.003051,0.000057,0.002994,3,11.25,36,12,20200905,221320,1
SP381,EGJBLKL1,CORPK014,0.0005,0.000429,0.000064,0.000064,0,2,11.23,2548,1274,20200905,221320,1
SP382,EGCVCIQ1,CORPK006,0.00469,0.000428,0.004284,0.000072,0.0041,5.15,11.2,85277,16544,20200905,221320,1
SP383,EGRRCBR1,CORPK002,0.00057,0.000425,0.000148,0.000082,0,1,11.15,54,54,20200905,221320,1
SP384,EGPSDTL1,CORPK006,0.000989,0.000424,0.000568,0.000018,0.000171,3.71,11.1,583,157,20200905,221320,1
SP385,EGBINLK3,CORPK009,0.000929,0.000423,0.000514,0.000073,0.000372,6.07,11.06,49548,8160,20200905,221320,1
SP386,EGCUNLC1,CORPK006,0.00938,0.000422,0.008976,0.000077,0.008771,3.89,11.04,109,28,20200905,221320,1
SP387,EGIRAND1,CORPK008,0.002163,0.000416,0.001774,0.000051,0.000683,3,10.85,98286,32762,20200905,221320,1
SP388,EGTACTP1,CORPK005,0.00319,0.000414,0.002781,0.00004,0.00268,1.99,10.82,153,77,20200905,221320,1
SP389,EGCSTES1,CORPK002,0.000583,0.000416,0.00017,0.000112,0,1,10.82,56,56,20200905,221320,1
SP390,EGBBCEL2,CORPK007,0.00046,0.000414,0.000036,0.000036,0,4,10.81,10264,2566,20200905,221320,1
SP391,EGAGORG1,CORPK008,0.001522,0.00041,0.001113,0.000038,0,1,10.7,110,110,20200905,221320,1
SP392,EGRQDTL1,CORPK006,0.000668,0.000401,0.000265,0.00004,0.000157,6,10.44,834,139,20200905,221320,1
SP393,EGSRVIF1,CORPK006,0.000564,0.000396,0.000165,0.000027,0,3,10.32,32790,10925,20200905,221320,1
SP394,EGSPINT1,CORPK006,0.000538,0.000394,0.000141,0,0,3,10.25,12,4,20200905,221320,1
SP395,EGAEXCO1,CORPK002,0.000893,0.000394,0.000499,0.000074,0.000424,4.64,10.25,41454,8933,20200905,221320,1
SP396,EGICICI1,CORPK008,0.001121,0.000393,0.000728,0.000075,0.000544,4,10.23,37520,9380,20200905,221320,1
SP397,EGSCDTD1,CORPK005,0.00309,0.000394,0.00272,0.000325,0.001451,2,10.14,14,7,20200905,221320,1
SP398,EGHBASI1,CORPK003,0.000552,0.00039,0.000159,0.000023,0,3,10.12,2874,958,20200905,221320,1
SP399,EGCOLST1,CORPK008,0.001197,0.000389,0.000625,0.000151,0.000474,4,10.11,188,47,20200905,221320,1
SP400,EGCACCD1,CORPK008,0.000478,0.000386,0.000086,0.000057,0.00003,4.35,10.04,6436,1481,20200905,221320,1
SP401,EGOTPRO1,CORPK006,0.002937,0.000389,0.002549,0.000001,0.002382,3,10,15,5,20200905,221320,1
SP402,EGPOSCT1,CORPK004,0.008703,0.000395,0.008345,0,0.008287,3.5,10,7,2,20200905,221320,1
SP403,EGHCINF1,CORPK003,0.000445,0.000377,0.00007,0,0,4,10,4,1,20200905,221320,1
SP404,EGFCHCN2,CORPK009,0.000441,0.000379,0.000057,0.000057,0,4,9.86,3836,959,20200905,221320,1
SP405,EGHCTYP1,CORPK003,0.000533,0.000378,0.000155,0.000016,0,4,9.77,88,22,20200905,221320,1
SP406,EGSINDL1,CORPK005,0.011094,0.000378,0.010745,0,0.008591,2,9.75,8,4,20200905,221320,1
SP407,EGKMANC1,CORPK001,0.000492,0.000369,0.000116,0.000062,0.000053,4,9.57,11812,2953,20200905,221320,1
SP408,EGMFORG1,CORPK007,0.000427,0.000367,0.000055,0.000055,0,4,9.53,2056,514,20200905,221320,1
SP409,EGPWREQ1,CORPK006,0.000516,0.000367,0.000148,0.000068,0.000016,5.01,9.51,93271,18605,20200905,221320,1
SP410,EGMTOKN1,CORPK007,0.000385,0.000364,0.000015,0.000015,0,4,9.41,136,34,20200905,221320,1
SP411,EGDBRUS1,CORPK003,0.000521,0.000359,0.00015,0.000011,0,3,9.27,78,26,20200905,221320,1
SP412,EGN14RC1,CORPK005,0.001076,0.000357,0.000726,0.000054,0.000564,3,9.26,117,39,20200905,221320,1
SP413,EGAPANI1,CORPK001,0.000416,0.000354,0.00006,0.000002,0.000058,3,9.18,51,17,20200905,221320,1
SP414,EGTGPAN1,CORPK005,0.004369,0.000352,0.00404,0.000006,0.003969,1,9.08,48,48,20200905,221320,1
SP415,EGSGCCT1,CORPK005,0.001283,0.000347,0.00096,0.000003,0.000846,2,8.92,26,13,20200905,221320,1
SP416,EGSMSPM1,CORPK006,0.000362,0.000343,0.000015,0.000015,0,3,8.87,37020,12340,20200905,221320,1
SP417,EGSSDTD1,CORPK005,0.000801,0.000347,0.000475,0.000123,0.000243,2,8.86,14,7,20200905,221320,1
SP418,EGANILS2,CORPK002,0.000746,0.000341,0.000399,0.000018,0.000381,1.78,8.81,178,100,20200905,221320,1
SP419,EGHTPEM1,CORPK003,0.001623,0.000336,0.001305,0.000002,0.001303,3,8.77,66,22,20200905,221320,1
SP420,EGFPCMP2,CORPK009,0.000359,0.000335,0.00002,0.00002,0,4,8.65,740,185,20200905,221320,1
SP421,EGTMAIL1,CORPK005,0.00048,0.000329,0.000163,0.000002,0.000087,3,8.6,15,5,20200905,221320,1
SP422,EGINAME1,CORPK008,0.000917,0.00033,0.000597,0.000046,0.000486,4.02,8.52,98122,24436,20200905,221320,1
SP423,EGFLSAM1,CORPK009,0.000375,0.00033,0.000041,0.000041,0,4,8.51,20228,5057,20200905,221320,1
SP424,EGFFRPT1,CORPK008,0.002927,0.000334,0.002613,0.000099,0.00238,2,8.46,26,13,20200905,221320,1
SP425,EGFPCMP1,CORPK009,0.000462,0.000327,0.000123,0.000123,0,4,8.41,128,32,20200905,221320,1
SP426,EGSHPMN2,CORPK034,0.007505,0.000324,0.007189,0.000085,0.006995,3,8.33,189,63,20200905,221320,1
SP427,EGNSHST1,CORPK002,0.000425,0.000315,0.000101,0.0001,0.000001,3,8.1,453,151,20200905,221320,1
SP428,EGICUST1,CORPK003,0.000656,0.000311,0.00035,0.000011,0.000301,2.77,8.03,413,149,20200905,221320,1
SP429,EGMETLA1,CORPK005,0.001335,0.000319,0.001025,0.000002,0.000921,2,8,16,8,20200905,221320,1
SP430,EGBBCAO1,CORPK007,0.000782,0.00031,0.000477,0.00002,0.000458,3,7.94,633,211,20200905,221320,1
SP431,EGIACIN1,CORPK008,0.003389,0.000311,0.003077,0.000005,0.003072,3,7.82,33,11,20200905,221320,1
SP432,EGPOSCT2,CORPK004,0.002166,0.000305,0.001872,0.000068,0.001704,3.03,7.82,567,187,20200905,221320,1
SP433,EGAGAWC2,CORPK003,0.000315,0.000302,0.000011,0.000011,0,3,7.76,2253,751,20200905,221320,1
SP434,EGWCPTR1,CORPK007,0.000389,0.0003,0.000084,0.000019,0,2,7.7,94,47,20200905,221320,1
SP435,EGCRDTP1,CORPK008,0.000315,0.000293,0.000019,0.000019,0,3,7.51,1695,565,20200905,221320,1
SP436,EGCHKAC1,CORPK006,0.000356,0.000291,0.000059,0.000059,0,4,7.45,4300,1075,20200905,221320,1
SP437,EGTINST2,CORPK005,0.000599,0.000279,0.000322,0.000037,0.000223,2,7.12,58942,29471,20200905,221320,1
SP438,EGFCUID1,CORPK009,0.000423,0.000278,0.000141,0.000026,0.000115,1,7.1,19082,19082,20200905,221320,1
SP439,EGIBRAN1,CORPK008,0.000298,0.000278,0.000017,0.000017,0,3,7.09,19794,6598,20200905,221320,1
SP440,EGKTSUG4,CORPK002,0.000492,0.000277,0.000215,0.000059,0.000156,1.68,7.09,11164,6636,20200905,221320,1
SP441,EGSMSIX1,CORPK006,0.000434,0.000277,0.000158,0.00005,0.000041,4,7.05,66268,16562,20200905,221320,1
SP442,EGGENRE1,CORPK062,0.000301,0.00028,0.000025,0.000025,0,2,7,2,1,20200905,221320,1
SP443,EGHCREP1,CORPK008,0.000293,0.000288,0,0,0,3,7,3,1,20200905,221320,1
SP444,EGSRJSF1,CORPK005,0.000425,0.000273,0.000157,0.000022,0,2,7,14,7,20200905,221320,1
SP445,EGSMSCM2,CORPK005,0.000321,0.000272,0.000043,0.000043,0,3,6.93,16809,5599,20200905,221320,1
SP446,EGDLAPA1,CORPK003,0.001964,0.000269,0.001698,0.000001,0.001697,1,6.89,18,18,20200905,221320,1
SP447,EGKPTRN1,CORPK002,0.000414,0.000257,0.000158,0.000015,0.00001,3.01,6.5,3288,1093,20200905,221320,1
SP448,EGJOBDU1,CORPK008,0.000279,0.000254,0.000022,0.000022,0,3,6.45,6879,2293,20200905,221320,1
SP449,EGJOBCD1,CORPK008,0.000276,0.000254,0.000019,0.000019,0,3,6.43,10251,3417,20200905,221320,1
SP450,EGJOBCU1,CORPK008,0.000269,0.000252,0.000015,0.000015,0,3,6.36,6861,2287,20200905,221320,1
SP451,EGTCMFE1,CORPK005,0.000295,0.000248,0.000042,0.000042,0,2.68,6.27,1278,477,20200905,221320,1
SP452,EGKISAC1,CORPK002,0.002794,0.000242,0.002558,0.000042,0.002517,2,6.07,194,97,20200905,221320,1
SP453,EGNGTOC1,CORPK002,0.000372,0.000255,0.000115,0,0,3,6,3,1,20200905,221320,1
SP454,EGDINQF1,CORPK003,0.000301,0.000236,0.000067,0.000003,0,1,5.93,15,15,20200905,221320,1
SP455,EGIALLS1,CORPK008,0.000376,0.000231,0.000146,0.000018,0.000007,3,5.82,51186,17062,20200905,221320,1
SP456,EGFVTAX1,CORPK009,0.000263,0.00023,0,0,0,3,5.67,9,3,20200905,221320,1
SP457,EGHISIM1,CORPK003,0.000254,0.000225,0.000024,0.000024,0,1,5.64,163,163,20200905,221320,1
SP458,EGDWUSR1,CORPK001,0.000701,0.000225,0.000485,0.000014,0.000381,2,5.56,90,45,20200905,221320,1
SP459,EGDPANI1,CORPK003,0.000738,0.00022,0.000523,0.000043,0.00048,2.23,5.48,160427,72067,20200905,221320,1
SP460,EGTINST1,CORPK005,0.000418,0.000216,0.000208,0.000023,0.000123,1,5.39,8766,8766,20200905,221320,1
SP461,EGFCHEK1,CORPK009,0.000272,0.000213,0.000057,0.000057,0,4,5.33,165724,41431,20200905,221320,1
SP462,EGNCOMM1,CORPK001,0.000287,0.000208,0.000079,0.000079,0,6.89,5.17,807937,117310,20200905,221320,1
SP463,EGSRQFS1,CORPK005,0.000324,0.000206,0.000114,0.000002,0.000023,1.42,5.13,34,24,20200905,221320,1
SP464,EGSTMIN1,CORPK036,0.000316,0.000206,0.000106,0.000005,0,2,5.11,70,35,20200905,221320,1
SP465,EGIDSRV3,CORPK008,0.001118,0.000205,0.000919,0.000007,0.000828,1.34,5.08,82,61,20200905,221320,1
SP466,EGACUSP1,CORPK001,0.000253,0.000197,0.000059,0,0,1,5,3,3,20200905,221320,1
SP467,EGAOPTN1,CORPK002,0.000426,0.000197,0.000232,0.000043,0.000125,1,4.96,145,145,20200905,221320,1
SP468,EGFVTAX2,CORPK009,0.000244,0.000192,0.000049,0.000049,0,3,4.76,116292,38762,20200905,221320,1
SP469,EGAACCP1,CORPK002,0.000245,0.000192,0.000048,0.000014,0.000031,2.97,4.72,1032,348,20200905,221320,1
SP470,EGTCTRP1,CORPK005,0.001899,0.000184,0.001716,0.000037,0.001565,2,4.53,38,19,20200905,221320,1
SP471,EGCREDT1,CORPK007,0.000494,0.000181,0.000321,0.000034,0.000207,1.38,4.44,542806,393868,20200905,221320,1
SP472,EGMOTPF1,CORPK007,0.000266,0.000181,0.000088,0.000025,0,1,4.44,16099,16099,20200905,221320,1
SP473,EGCTFEE1,CORPK007,0.000252,0.000179,0.000075,0.000013,0,1,4.4,1030,1030,20200905,221320,1
SP474,EGAECID1,CORPK002,0.000971,0.000179,0.000787,0,0.000787,1.41,4.35,76,54,20200905,221320,1
SP475,EGTVDCH1,CORPK045,0.000267,0.000169,0.0001,0,0,1,4,1,1,20200905,221320,1
SP476,EGDMBCD1,CORPK009,0.000164,0.000161,0.000017,0.000017,0,2,3.8,10,5,20200905,221320,1
SP477,EGMOBBL1,CORPK007,0.000332,0.000144,0.000192,0.000032,0.000072,1.06,3.44,419194,393868,20200905,221320,1
SP478,EGFVTAX3,CORPK009,0.000182,0.000137,0.000045,0.000045,0,3,3.24,363801,121267,20200905,221320,1
SP479,EGCSTAC1,CORPK008,0.000315,0.000134,0.000184,0.000044,0.000141,2,3.19,506,253,20200905,221320,1
SP480,EGCFMCT1,CORPK008,0.000168,0.000128,0.000039,0.000022,0.000017,1,3,9578,9578,20200905,221320,1
SP481,EGFGACC1,CORPK009,0.00025,0.000125,0.000124,0.000019,0.000105,1,2.95,5063,5063,20200905,221320,1
