   ,ID,SPNAME,COLLID,OCCUR,CP_CPU_SU,CPU_TIME,ELAPS_TIME,LOCK_LATCH,SQL_STMT_AVG,SQL_STMT_TOTAL,SUSPEND,SYNCIO,TOTAL_SUSPENSIONS_AVG,LOCK_REQUEST_AVG,GETPAGES_AVG,SYNCH_READ_AVG,SELECT_AVG,INSERT_AVG,UPDATE_AVG,DELETE_AVG,   
161,146646,sp161,CORPK048,5807,182.57,0.006705,0.01567,0.000526,1266.78,7356191,0.008642,0.005499,0,10,54,1,6,1,0,0,   
162,143702,sp162,CORPK001,85,181.73,0.006675,0.00832,0.000969,14.33,1218,0.001365,0.000079,0,13,265,0,7,0,0,0,   
163,143836,sp163,CORPK002,13,180.77,0.006645,0.033201,0.000759,303.38,3944,0.026516,0.020222,1,41,285,5,143,5,0,0,   
164,144038,sp164,CORPK004,15223,180.31,0.006622,0.023314,0.003497,39.98,608647,0.016475,0.004496,2,46,131,0,20,0,0,0,   
165,148251,sp165,CORPK140,1,180,0.006609,0.221411,0.000001,12,12,0.21595,0.11332,0,13,512,90,10,1,0,0,   
166,144462,sp166,CORPK009,842,179.06,0.006577,0.014437,0.001702,72.92,61398,0.007783,0.001881,2,43,190,0,53,2,1,0,   
167,146382,sp167,CORPK041,94,178.91,0.006571,0.028617,0.001906,34.15,3210,0.022008,0.01589,0,31,163,4,21,0,0,0,   
168,145456,sp168,CORPK030,12,178.08,0.006542,0.014473,0.000541,25.17,302,0.008191,0.00194,0,43,131,0,7,2,3,0,   
169,146421,sp169,CORPK042,153,176.69,0.006489,0.014149,0.001474,35.59,5445,0.007376,0.002156,1,28,139,0,13,0,0,0,   
170,146614,sp170,CORPK047,21,175.71,0.006457,0.012416,0.002256,38.1,800,0.00592,0.000461,1,43,251,0,24,2,3,0,   
171,145907,sp171,CORPK036,2,174.5,0.006403,0.017466,0.00172,41,82,0.011097,0.006013,2,43,216,1,22,3,2,0,   
172,145603,sp172,CORPK032,11779,171.39,0.006296,0.031453,0.001218,69.21,815240,0.025143,0.02116,1,25,164,3,21,0,0,0,   
173,144725,sp173,CORPK018,4,169.5,0.006225,0.053001,0.001548,29,116,0.04715,0.032341,0,30,186,7,11,2,2,0,   
174,145380,sp174,CORPK025,6,169.17,0.006218,0.009754,0.000815,67,402,0.00355,0.000445,1,31,167,1,20,2,1,0,   
175,146861,sp175,CORPK102,15,167.67,0.006164,0.023673,0.001443,217.93,3269,0.017429,0.009754,1,31,411,1,147,3,0,0,   
176,145431,sp176,CORPK029,242047,166.16,0.006104,0.010489,0.000578,7.01,1696792,0.004212,0.00025,0,11,176,0,3,1,0,0,   
177,146677,sp177,CORPK048,7,165.71,0.006088,0.061775,0.000333,10,70,0.055846,0.046208,0,20,458,12,2,1,0,0,   
178,147328,sp178,CORPK111,61,165.02,0.00606,0.019049,0.001872,30.23,1844,0.012794,0.007913,1,32,151,1,12,1,0,0,   
179,147329,sp179,CORPK111,6,164.83,0.00605,0.016959,0.001874,32.33,194,0.010724,0.00643,1,27,126,0,17,1,0,0,   
180,145187,sp180,CORPK023,5,164.4,0.006036,0.059115,0.001027,31.4,157,0.053131,0.035613,0,35,148,6,11,2,1,0,   
181,146019,sp181,CORPK038,728,163.95,0.006023,0.023462,0.001255,33.92,24693,0.017467,0.011196,0,47,182,2,13,4,2,0,   
182,145883,sp182,CORPK035,2,164,0.006023,0.051367,0.001686,58,116,0.045469,0.028638,1,41,190,5,15,3,2,0,   
183,144132,sp183,CORPK005,208,163.72,0.006014,0.01489,0.001279,29.88,6216,0.008809,0.001438,1,35,157,1,18,1,0,0,   
184,147281,sp184,CORPK111,5103,163.43,0.006004,0.022546,0.002063,42.02,214428,0.01648,0.008901,1,34,173,1,18,1,0,0,   
185,143850,sp185,CORPK002,6193,160.79,0.005907,0.023504,0.001471,41.84,259114,0.017588,0.011892,1,34,225,2,24,2,0,0,   
186,148253,sp186,CORPK140,32,160.66,0.005902,0.017709,0.001578,45,1440,0.01177,0.004839,0,37,158,1,19,1,2,0,   
187,146726,sp187,CORPK065,4,158.75,0.005831,0.041631,0.000998,36,144,0.035921,0.03103,1,42,181,5,19,3,3,0,   
188,146609,sp188,CORPK047,94,158.39,0.005819,0.012856,0.00189,40.47,3804,0.007083,0.001174,1,43,238,0,26,2,3,0,   
189,144464,sp189,CORPK009,457,158.36,0.005818,0.015597,0.001293,61.81,28249,0.00977,0.00533,1,42,240,1,44,1,2,0,   
190,145195,sp190,CORPK023,1,157,0.005775,0.066034,0.002071,129,129,0.060431,0.054138,4,38,174,7,106,1,3,0,   
191,144907,sp191,CORPK020,225,157.01,0.005769,0.018522,0.001141,93.91,21129,0.012743,0.008079,1,60,210,2,61,3,3,0,   
192,143830,sp192,CORPK002,6,156.67,0.005753,0.042906,0.00141,36,216,0.037208,0.031348,1,39,194,6,12,4,3,0,   
193,146595,sp193,CORPK047,32,155.84,0.005724,0.025271,0.000822,40.31,1290,0.019602,0.011451,0,44,191,3,23,1,2,0,   
194,144921,sp194,CORPK020,72,155.65,0.00572,0.017102,0.001654,47.43,3415,0.01133,0.009638,1,47,234,4,22,2,2,0,   
195,146611,sp195,CORPK047,35492,155.18,0.005702,0.040107,0.001419,41.01,1455429,0.034589,0.022696,2,53,188,4,30,1,3,0,   
196,146303,sp196,CORPK041,221,154.49,0.005676,0.031795,0.000964,34.77,7684,0.026202,0.018766,0,34,168,4,16,1,1,0,   
197,143985,sp197,CORPK003,19,154.42,0.005674,0.073075,0.001787,42.53,808,0.067619,0.058133,0,33,145,13,14,3,0,0,   
198,145068,sp198,CORPK021,56,154.05,0.005664,0.017408,0.002077,16.89,946,0.01154,0.0001,0,40,131,0,7,2,0,0,   
199,144922,sp199,CORPK020,28,153.82,0.00565,0.020715,0.000289,25,700,0.0151,0.00218,0,21,934,1,6,1,2,0,   
200,146610,sp200,CORPK047,884,153.4,0.005637,0.016921,0.001904,40.61,35901,0.011199,0.00696,1,39,215,2,25,3,3,0,   
201,144268,sp201,CORPK007,58691,152.59,0.005607,0.017189,0.001253,40.63,2384697,0.011555,0.004057,1,37,135,2,21,1,0,0,   
202,147323,sp202,CORPK111,81,151.42,0.005566,0.016461,0.001985,30.72,2488,0.010805,0.00646,1,25,142,1,14,1,0,0,   
203,146552,sp203,CORPK045,1,151,0.005545,0.031124,0.000431,32,32,0.025646,0.025034,1,36,149,7,22,3,0,0,   
204,144270,sp204,CORPK007,2015,150.69,0.005537,0.023247,0.001879,36.3,73138,0.017809,0.008799,1,45,178,2,20,1,3,0,   
205,146446,sp205,CORPK043,87,149.64,0.005499,0.014112,0.001413,31.05,2701,0.008607,0.001072,1,38,149,0,16,1,1,0,   
206,146444,sp206,CORPK043,14,149.5,0.00549,0.018517,0.001704,32.79,459,0.013113,0.006261,1,36,144,1,14,1,1,0,   
207,145688,sp207,CORPK033,269,147.32,0.005415,0.015933,0.0014,30,8069,0.010533,0.00705,1,31,133,2,18,1,0,0,   
208,146859,sp208,CORPK102,739,147.19,0.005409,0.016103,0.001303,29.17,21559,0.010692,0.006398,1,38,160,1,16,4,0,0,   
209,143845,sp209,CORPK002,271,147.13,0.005405,0.042421,0.001407,29.19,7911,0.037037,0.03235,0,28,161,7,13,2,1,0,   
210,146604,sp210,CORPK047,13,145.77,0.005352,0.013838,0.001393,33.54,436,0.00864,0.003917,2,38,185,0,21,2,3,0,   
211,145817,sp211,CORPK034,86,145.59,0.005351,0.02142,0.001239,33.83,2909,0.016152,0.01023,0,47,174,1,12,2,2,0,   
212,146553,sp212,CORPK045,2,145.5,0.005339,0.020869,0.001135,59,118,0.015551,0.010373,0,34,161,2,18,4,1,0,   
213,144726,sp213,CORPK018,3341,145.27,0.005339,0.032213,0.000763,24.5,81868,0.026944,0.00413,0,23,291,2,10,0,0,0,   
214,147326,sp214,CORPK111,143,143.14,0.005261,0.016305,0.001293,25.55,3654,0.010971,0.007377,0,24,141,1,7,1,0,0,   
215,146616,sp215,CORPK047,2,142.5,0.005246,0.033904,0.000269,54.5,109,0.028666,0.013086,0,30,160,2,45,1,1,0,   
216,147012,sp216,CORPK108,1440,142.21,0.005227,0.019682,0.001382,40.7,58605,0.014435,0.010307,0,27,126,1,9,2,0,0,   
217,146594,sp217,CORPK047,31680,142.02,0.00522,0.016991,0.001369,40.7,1289511,0.011864,0.005556,1,43,155,1,23,1,2,0,   
218,144799,sp218,CORPK019,20,142.05,0.005219,0.029395,0.001475,22.5,450,0.024198,0.018808,0,30,108,3,11,1,1,0,   
219,144916,sp219,CORPK020,4,141.5,0.005197,0.031347,0.001784,84,336,0.025767,0.023983,0,59,150,6,72,12,0,0,   
220,148094,sp220,CORPK136,5,140.4,0.005165,0.018938,0.001554,23.2,116,0.013766,0.008463,1,34,144,1,8,4,0,0,   
221,147324,sp221,CORPK111,6,139.67,0.005138,0.020183,0.002605,25.83,155,0.014894,0.010976,0,22,106,2,10,1,0,0,   
222,145608,sp222,CORPK032,23,138.74,0.0051,0.03034,0.000816,31.35,721,0.02531,0.014539,1,29,141,3,14,2,3,0,   
223,144937,sp223,CORPK020,56,138.2,0.00508,0.011055,0.001033,41.89,2346,0.005766,0.000271,1,53,161,0,18,1,4,0,   
224,145875,sp224,CORPK035,2548,137.21,0.005044,0.018297,0.001362,51.99,132467,0.013219,0.00614,0,35,158,1,12,3,0,0,   
225,147322,sp225,CORPK111,1480,136.52,0.005019,0.01793,0.001641,25.43,37635,0.012796,0.008814,0,23,112,1,9,1,0,0,   
226,146418,sp226,CORPK042,2,136,0.005002,0.01321,0.001661,34,68,0.008269,0.003512,0,27,141,1,16,1,0,0,   
227,144039,sp227,CORPK004,1106,135.94,0.004996,0.069317,0.00043,20.32,22472,0.065308,0.060518,0,16,183,68,10,1,0,0,   
228,143972,sp228,CORPK003,50,135.82,0.004993,0.037165,0.000901,76.2,3810,0.032167,0.031266,0,31,230,10,46,6,0,0,   
229,144372,sp229,CORPK008,32,135.22,0.004974,0.022146,0.000937,34.22,1095,0.016963,0.007037,1,37,130,1,24,1,0,0,   
230,144255,sp230,CORPK007,1,135,0.004973,0.019923,0.001231,33,33,0.015021,0.005743,0,39,166,3,15,3,1,0,   
231,144599,sp231,CORPK016,1,135,0.004961,0.069331,0.000014,19,19,0.064602,0.034444,0,27,280,11,11,2,0,0,   
232,146615,sp232,CORPK047,10272,134.88,0.004959,0.013331,0.001282,33.07,339654,0.008423,0.002148,1,41,161,0,20,1,2,0,   
233,148626,sp233,CORPK160,243,134.49,0.004945,0.020912,0.001916,16.23,3945,0.015667,0.012297,0,24,113,2,6,0,1,0,   
234,147837,sp234,CORPK132,9,133.33,0.004904,0.013689,0.000052,7.33,66,0.00876,0.005576,0,6,618,1,3,0,0,0,   
235,144461,sp235,CORPK009,1,133,0.004899,0.090924,0.002189,23,23,0.086295,0.081382,0,27,98,10,12,1,3,1,   
236,145198,sp236,CORPK023,1,133,0.004898,0.017453,0.001613,19,19,0.012669,0.010028,0,22,85,4,3,2,0,0,   
237,145197,sp237,CORPK023,4,133,0.004889,0.008542,0.000164,35,140,0.003669,0.002233,0,26,106,0,7,2,0,0,   
238,148026,sp238,CORPK135,1,133,0.00488,0.014976,0.001579,20,20,0.010103,0,0,19,545,0,16,1,0,0,   
239,148623,sp239,CORPK160,26,132.31,0.004864,0.00967,0.001062,19.88,517,0.004576,0.001936,0,20,135,0,13,1,1,0,   
240,145601,sp240,CORPK032,22,131.91,0.004849,0.030968,0.000799,26,572,0.026184,0.013478,1,31,146,4,15,2,3,0,   
241,146103,sp241,CORPK039,3469,131.7,0.004842,0.011664,0.001331,26.66,92481,0.00681,0.00024,0,34,111,0,9,1,0,0,   
242,144918,sp242,CORPK020,59,131.54,0.004838,0.011384,0.00147,44.37,2618,0.006536,0.000115,1,51,145,0,24,1,4,0,   
243,143856,sp243,CORPK002,2,131.5,0.004827,0.055033,0.002228,28.5,57,0.050479,0.039921,0,21,120,14,11,1,1,0,   
244,145816,sp244,CORPK034,6,130.67,0.004809,0.041251,0.001584,28,168,0.036525,0.031875,0,21,140,5,11,4,0,0,   
245,145082,sp245,CORPK021,5,130.2,0.004794,0.011469,0.001412,34,170,0.006629,0,2,28,131,0,19,3,0,0,   
246,144481,sp246,CORPK009,5,130.2,0.004791,0.053464,0.008917,23,115,0.048682,0.021047,0,22,79,6,12,1,0,0,   
247,147862,sp247,CORPK132,74,130.22,0.004788,0.008326,0.001094,28.05,2076,0.003237,0,0,29,119,0,11,0,0,0,   
248,146107,sp248,CORPK039,151,127.82,0.0047,0.010172,0.000828,30.85,4658,0.005486,0.002395,0,32,128,2,17,0,0,0,   
249,143710,sp249,CORPK001,2,127.5,0.004691,0.017237,0.000329,55,110,0.012591,0.010755,1,37,176,2,28,1,1,0,   
250,143983,sp250,CORPK003,5,127,0.004665,0.011665,0.000531,19,95,0.006994,0.000325,0,36,111,0,10,1,0,0,   
251,148615,sp251,CORPK160,31455,126.81,0.004663,0.065623,0.001004,14.92,469257,0.060776,0.055724,0,23,125,13,11,0,0,0,   
252,144371,sp252,CORPK008,2,126.5,0.004659,0.025292,0.002748,27.5,55,0.020652,0.014947,0,30,108,4,11,2,0,0,   
253,144935,sp253,CORPK020,2,126.5,0.004649,0.040583,0.003433,47,94,0.036096,0.023662,1,26,256,6,12,2,2,0,   
254,145373,sp254,CORPK025,26,126.42,0.004648,0.011964,0.000753,10.88,283,0.007118,0.001427,0,8,50,1,4,1,0,0,   
255,146018,sp255,CORPK038,2,126.5,0.004646,0.03879,0.001353,26,52,0.034225,0.028671,0,34,164,5,8,4,2,0,   
256,143977,sp256,CORPK003,49,126.06,0.004636,0.009678,0.000849,53.33,2613,0.004949,0.00086,0,32,81,0,7,0,6,0,   
257,144387,sp257,CORPK008,1,126,0.004632,0.02199,0.003841,27,27,0.017356,0.010343,2,33,254,3,21,3,0,0,   
258,148624,sp258,CORPK160,3058,125.54,0.004616,0.008929,0.001661,19.43,59402,0.003847,0.000773,0,20,131,0,13,0,1,0,   
259,147013,sp259,CORPK108,2,125.5,0.004606,0.058614,0.000943,15,30,0.05405,0.04207,0,29,113,7,8,1,1,0,   
260,143833,sp260,CORPK002,2,124,0.004573,0.045959,0.000319,27,54,0.041512,0.035715,0,27,134,7,10,3,3,0,   
261,144267,sp261,CORPK007,668,124.29,0.00457,0.012967,0.001289,27.24,18195,0.008388,0.00103,0,35,94,0,10,0,0,0,   
262,147271,sp262,CORPK111,1,124,0.004557,0.08101,0.002894,30,30,0.076275,0.022607,0,27,102,4,4,1,1,1,   
263,143988,sp263,CORPK003,1,124,0.004555,0.038128,0.002403,34,34,0.033711,0.012142,2,30,115,1,17,1,0,0,   
264,147274,sp264,CORPK111,1026,123.42,0.004538,0.015704,0.000479,34,34888,0.01111,0.010631,0,23,107,2,3,1,1,1,   
265,147267,sp265,CORPK111,2077,123.35,0.004536,0.007572,0.000526,53.91,111981,0.002951,0.002411,0,28,135,0,8,4,0,0,   
266,145092,sp266,CORPK021,7608,123.07,0.004526,0.014257,0.001062,13.77,104771,0.009583,0.000083,0,32,92,0,6,0,0,0,   
267,146166,sp267,CORPK040,3,122.33,0.004496,0.049488,0.000678,43,129,0.045114,0.021595,2,31,101,8,26,1,1,0,   
268,144940,sp268,CORPK020,24,121.71,0.004479,0.014268,0.000858,60.25,1446,0.009503,0.00073,0,34,100,0,12,3,2,0,   
269,146857,sp269,CORPK102,314,121.73,0.004477,0.014433,0.001247,23.8,7473,0.009928,0.00556,0,26,138,1,9,2,0,0,   
270,145460,sp270,CORPK030,3306,121.55,0.00447,0.014554,0.001255,13.91,45972,0.009961,0.00352,0,21,74,0,4,1,1,0,   
271,144474,sp271,CORPK009,223,121.3,0.004462,0.017825,0.000897,23.64,5272,0.01333,0.009774,0,24,153,3,16,1,1,0,   
272,147269,sp272,CORPK111,1514,121.12,0.004454,0.014585,0.001489,32,48445,0.00965,0.008158,0,23,106,1,3,0,0,0,   
273,143872,sp273,CORPK002,38,120.68,0.00444,0.034569,0.002194,20.37,774,0.030111,0.027327,0,26,119,5,13,1,1,0,   
274,147270,sp274,CORPK111,508,120.09,0.004417,0.006247,0.001304,31.9,16205,0.001484,0.00018,0,26,112,0,3,0,0,0,   
275,143978,sp275,CORPK003,5,119.6,0.004395,0.019528,0.001185,43.6,218,0.015116,0.010375,1,34,130,2,27,1,0,0,   
276,147275,sp276,CORPK111,31,119.45,0.004395,0.004874,0.000422,34,1054,0.000422,0,0,24,113,0,3,1,1,1,   
277,148015,sp277,CORPK135,54,119.24,0.004384,0.008481,0.000478,96.35,5203,0.003998,0.000922,0,22,91,1,23,10,0,0,   
278,146727,sp278,CORPK065,5370,119.11,0.004381,0.013201,0.001269,35.94,192995,0.00886,0.002115,0,33,150,0,11,3,0,0,   
279,143866,sp279,CORPK002,723,117.57,0.004324,0.023437,0.000905,19.79,14311,0.019123,0.012797,0,37,129,2,12,1,3,0,   
280,148020,sp280,CORPK135,4,117.25,0.00432,0.012394,0.00085,36,144,0.008049,0.003216,1,28,129,2,13,3,0,0,   
281,147348,sp281,CORPK112,3929,117.32,0.004315,0.007614,0.001108,35.83,140794,0.003248,0.000008,0,23,83,0,9,1,0,0,   
282,143716,sp282,CORPK001,6663,117.17,0.00431,0.013408,0.004752,54.3,361797,0.009099,0.001077,3,32,163,0,36,1,1,0,   
283,148091,sp283,CORPK136,3,116,0.004269,0.018479,0.005114,18.33,55,0.013613,0.006408,1,26,123,1,9,0,0,0,   
284,146117,sp284,CORPK039,29424,115.59,0.004252,0.00763,0.001924,56.45,1661090,0.003028,0.001068,1,22,143,0,20,1,0,0,   
285,146605,sp285,CORPK047,4774,115.55,0.00425,0.013982,0.00117,30.19,144146,0.009789,0.003705,1,40,130,0,18,1,2,0,   
286,146105,sp286,CORPK039,47279,115.54,0.00425,0.028865,0.001009,49.11,2321907,0.024695,0.018313,1,33,171,4,35,1,2,0,   
287,143975,sp287,CORPK003,3431,115.52,0.004249,0.017907,0.00109,46.53,159631,0.013675,0.009481,1,32,126,3,25,0,0,0,   
288,143692,sp288,CORPK001,221,114.79,0.004222,0.01395,0.001328,27.29,6032,0.009601,0.005022,0,18,91,2,10,0,0,0,   
289,145602,sp289,CORPK032,2364,114.62,0.004217,0.032521,0.00097,20.61,48714,0.028341,0.01331,1,35,143,3,15,1,0,0,   
290,148038,sp290,CORPK135,15,114.27,0.0042,0.008588,0.000787,56,840,0.004338,0.002052,0,19,106,0,13,1,0,0,   
291,143697,sp291,CORPK001,12,114.08,0.004198,0.031906,0.000645,114.25,1371,0.027739,0.019676,1,31,182,3,56,2,0,0,   
292,143837,sp292,CORPK002,1,114,0.004198,0.01812,0.000296,62,62,0.013983,0.012627,1,33,141,2,31,3,1,0,   
293,145362,sp293,CORPK025,73,113.47,0.004172,0.008996,0.000832,32.78,2393,0.004801,0.000897,0,22,89,0,15,0,0,0,   
294,145413,sp294,CORPK025,12,112.75,0.004147,0.009075,0.000717,37.92,455,0.004941,0.001656,1,36,159,1,25,2,2,0,   
295,143690,sp295,CORPK001,414,112.19,0.004128,0.00932,0.000813,31.93,13217,0.005176,0.000435,1,27,177,0,22,1,0,0,   
296,146520,sp296,CORPK045,32,111.91,0.00412,0.025994,0.001,25.59,819,0.021949,0.015623,1,32,137,3,17,0,1,0,   
297,143852,sp297,CORPK002,664,111.89,0.004116,0.015028,0.000717,33.89,22506,0.010914,0.006922,0,25,122,1,8,0,1,0,   
298,147614,sp298,CORPK119,1,112,0.004116,0.026825,0.000912,26,26,0.022785,0.007176,1,18,172,4,24,1,0,0,   
299,147285,sp299,CORPK111,10,111,0.004087,0.017583,0.002175,36.4,364,0.013427,0.00728,0,11,75,1,1,1,0,0,   
300,144265,sp300,CORPK007,17,111,0.004086,0.008622,0.000892,16.76,285,0.004559,0.000176,0,26,82,0,7,0,0,0,   
301,143719,sp301,CORPK001,126364,110.81,0.004077,0.015969,0.001868,64.59,8162371,0.01194,0.005682,2,42,147,2,35,1,1,0,   
302,145087,sp302,CORPK021,11,110.82,0.004075,0.012171,0.000708,39.36,433,0.008099,0.007391,0,32,163,1,15,4,1,0,   
303,143863,sp303,CORPK002,51,110.55,0.004066,0.018088,0.000616,15,765,0.013988,0.00191,0,13,156,2,2,1,2,0,   
304,144919,sp304,CORPK020,3,110,0.00405,0.017826,0.002038,69,207,0.013833,0.008189,0,28,107,4,14,3,2,0,   
305,145457,sp305,CORPK030,1,110,0.00405,0.040492,0.000004,20,20,0.036541,0.034121,0,35,110,7,9,3,0,0,   
306,145190,sp306,CORPK023,8,109.88,0.004039,0.010066,0.000492,10,80,0.005982,0.001878,0,21,79,0,2,2,1,0,   
307,146190,sp307,CORPK040,1683,109.67,0.004035,0.007907,0.001354,42.11,70873,0.003832,0.002049,1,29,135,0,31,0,0,0,   
308,146612,sp308,CORPK047,8229,109.62,0.004033,0.01552,0.00104,29.56,243289,0.011557,0.002128,1,38,139,0,19,1,2,0,   
309,146206,sp309,CORPK041,19,109.42,0.00403,0.01668,0.000433,29.84,567,0.012702,0.010369,0,24,123,2,20,1,1,0,   
310,148037,sp310,CORPK135,1,109,0.004023,0.108918,0.000577,38,38,0.105163,0.104587,0,17,82,13,11,2,0,0,   
311,146618,sp311,CORPK047,61431,109.24,0.004019,0.013056,0.001357,69.07,4242868,0.009002,0.004265,1,31,131,1,56,1,1,0,   
312,146160,sp312,CORPK040,404,109.22,0.004019,0.01167,0.001049,24.84,10035,0.007649,0.002291,1,22,120,0,15,0,1,0,   
313,144472,sp313,CORPK009,9600,109.21,0.004018,0.011799,0.000349,11.97,114911,0.007746,0.005379,0,13,155,1,9,0,0,0,   
314,147284,sp314,CORPK111,8965,108.78,0.004002,0.019167,0.000868,33.57,300987,0.015146,0.012643,1,27,121,3,20,1,0,0,   
315,144936,sp315,CORPK020,92,108.67,0.003998,0.008385,0.000726,43.61,4012,0.004343,0.000209,0,55,171,0,19,1,5,0,   
316,144470,sp316,CORPK009,2737,107.91,0.00397,0.028298,0.000997,24.26,66387,0.024391,0.018488,0,23,145,2,12,0,2,0,   
317,144473,sp317,CORPK009,19293,107.56,0.003958,0.011681,0.000327,11.91,229695,0.00769,0.005307,0,13,144,1,8,0,0,0,   
318,145085,sp318,CORPK021,73,107.51,0.003957,0.005699,0.000737,44.95,3281,0.001699,0.000866,2,36,142,0,32,3,0,0,   
319,144388,sp319,CORPK008,598,106.88,0.003934,0.019523,0.000928,25.84,15455,0.015637,0.011591,1,39,134,4,19,4,0,0,   
320,146191,sp320,CORPK040,424,106.78,0.003928,0.009999,0.003509,42.29,17933,0.005904,0.001948,1,25,143,0,31,0,0,0,   
321,144597,sp321,CORPK016,2,105.5,0.003897,0.009925,0.000574,29,58,0.005926,0.004156,4,33,107,3,22,1,0,0,   
